genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments
PRMT1,1,ADM5,,readthrough tr. deleted,PRMT1-209,
PRMT7,1,AC020978.1,,keep as is,,
PRNCR1,1,PCAT1,,keep as is,,
PROKR1,1,APLF,,keep as is,,
PROM1,1,FGFBP2,,keep as is,,
PRR20A,1,PRR20C,,keep as is,,
PRR20B,1,PRR20C,,keep as is,,
PRR34-AS1,1,MIRLET7BHG,,keep as is,,
PRR4,1,PRH1,,keep as is,,
PRR5L,1,AC087277.2,,keep as is,,
PRRT1,1,AL662884.3,,keep as is,,
PRRX1,1,Z97200.1,,keep as is,,
PRSS23,1,AP000654.1,,keep as is,,
PRSS3,1,TRBV29OR9-2,,keep as is,,
PSMA3,1,AL132989.1,,keep as is,,
PSMA3-AS1,1,ARMH4,,keep as is,,
PSMB8-AS1,1,PSMB9,,keep as is,,
PSMB9,1,PSMB8-AS1,,premature tr. deleted,"PSMB9-208, PSMB9-209",
PSMD6-AS1,1,PSMD6-AS2,,keep as is,,
PSMD6-AS2,1,PSMD6-AS1,,keep as is,,
PSORS1C3,1,POU5F1,,keep as is,,
PTCD1,1,ATP5MF,,premature tr. deleted,"PTCD1-202, PTCD1-203, PTCD1-204",
PTEN,1,AC063965.2,,keep as is,,
PTGDR2,1,AP000777.3,,keep as is,,
PTGER3,1,AL031429.2,,keep as is,,
PTGFR,1,AC096531.2,,keep as is,,
PTGR2,1,ZNF410,,keep as is,,
PTGS1,1,AL162424.1,,keep as is,,
PTH2R,1,AC019185.2,,keep as is,,
PTP4A1,1,AL135905.2,,keep as is,,
PTP4A2,1,AL136115.2,,keep as is,,
PTPMT1,1,NDUFS3,,keep as is,,
PTPN14,1,AL929236.1,,keep as is,,
PTPRA,1,VPS16,,premature tr. deleted,PTPRA-204,
PTPRCAP,1,CORO1B,,RENAME,,"Perfectly overlaps with CORO1B, rename ""PTPRCAP-CORO1B"""
PTPRD,1,AL583805.2,,keep as is,,
PTPRE,1,AL158166.1,,keep as is,,
PTPRN2,1,AC006003.1,,keep as is,,
PTRH1,1,AL162426.1,,keep as is,,
PTS,1,AP002884.3,,keep as is,,
PTTG2,1,TBC1D1,,keep as is,,
PUS1,1,AC131009.3,,keep as is,,
PVR,1,CEACAM19,,keep as is,,
PVRIG,1,STAG3,,keep as is,,
PXYLP1,1,ZBTB38,,keep as is,,
PYCR1,1,MYADML2,,premature tr. deleted,"PYCR1-208, PYCR1-211",
PYDC2,1,AC073365.1,,keep as is,,
PYGO2,1,SHC1,,premature tr. deleted,PYGO2-203,
PYURF,1,PIGY,,keep as is,,
QPRT,1,SPN,,premature tr. deleted,QPRT-203,
QTRT2,1,AC092896.2,,keep as is,,
RAB11FIP5,1,SFXN5,,keep as is,,
RAB24,1,MXD3,,keep as is,,
RAB27B,1,AC007673.1,,keep as is,,
RAB30,1,AP000893.2,,keep as is,,
RAB40C,1,WFIKKN1,,keep as is,,
RAB4A,1,SPHAR,,keep as is,,
RAB8A,1,HSH2D,,keep as is,,
RABGAP1,1,GPR21,,transcripts deleted,"RABGAP1-207, RABGAP1-209, RABGAP1-212, RABGAP1-213",
RABGAP1L-IT1,1,RABGAP1L,,keep as is,,
RABGGTB,1,ACADM,,keep as is,,
RAD21L1,1,SNPH,,readthrough tr. deleted,RAD21L1-202,
RAD52,1,AC004803.1,,premature tr. deleted,RAD52-204,
RAD54B,1,FSBP,,transcripts deleted,RAD54B-201,
RAD54L2,1,TEX264,,keep as is,,
RADIL,1,PAPOLB,,keep as is,,
RAET1E-AS1,1,AL355312.3,,keep as is,,
RAI1,1,AC122129.2,,keep as is,,
RALBP1,1,AP005432.1,,keep as is,,
RAMAC,1,AC022558.2,,keep as is,,
RAMACL,1,RPS6KA2,,keep as is,,Weird single exon gene that shows that some reads are kicked out with no exonic overlap
RANBP10,1,AC010530.1,,keep as is,,
RASA2,1,RASA2-IT1,,keep as is,,
RASA2-IT1,1,RASA2,,keep as is,,
RASA3,1,RASA3-IT1,,keep as is,,
RASA3-IT1,1,RASA3,,keep as is,,
RASA4,1,AC105052.4,,keep as is,,
RASL10A,1,AC002059.1,,keep as is,,
RASL10B,1,TAF15,,keep as is,,
RASL11B,1,LINC01618,,keep as is,,
RASSF3,1,AC078962.1,,keep as is,,
RB1,1,AL157813.2,,keep as is,,
RBL2,1,AC007342.1,,keep as is,,
RBM12,1,CPNE1,,keep as is,,
RBM34,1,ARID4B,,keep as is,,
RBM44,1,LRRFIP1,,keep as is,,
RBM5,1,RBM6,,keep as is,,
RBM6,1,RBM5,,readthrough tr. deleted,RBM6-207,
RBM8A,1,PEX11B,,readthrough tr. deleted,"RBM8A-205, RBM8A-207, RBM8A-208",
RBMXL1,1,KYAT3,,keep as is,,
RBMY1A1,1,RBMY1B,,premature tr. deleted,"RBMY1A1-201, RBMY1A1-204",
RBMY1B,1,RBMY1A1,,readthrough tr. deleted,RBMY1B-203,
RC3H1,1,RC3H1-IT1,,keep as is,,
RC3H1-IT1,1,RC3H1,,keep as is,,
RCBTB2,1,AL157813.1,,keep as is,,
RCC1,1,SNHG3,,premature tr. deleted,"RCC1-203, RCC1-204, RCC1-206, RCC1-207, RCC1-210, RCC1-213",
RCE1,1,C11orf80,,premature tr. deleted,RCE1-207,
RDH10-AS1,1,AC111149.1,,keep as is,,
REL,1,AC010733.2,,keep as is,,
RELCH,1,AC027514.1,,keep as is,,
REPIN1,1,ZNF775,,keep as is,,Downstream gene fixed
RERE,1,AL357552.2,,keep as is,,
RERG,1,RERG-IT1,,keep as is,,
RERG-IT1,1,RERG,,keep as is,,
REV3L,1,REV3L-IT1,,keep as is,,
REV3L-IT1,1,REV3L,,keep as is,,
RFC3,1,AL161891.1,,keep as is,,
RFFL,1,AC004223.2,,keep as is,,
RFX3-AS1,1,AL354977.2,,keep as is,,
RGL3,1,EPOR,,keep as is,,
RGS5,1,AL592435.1,,premature tr. deleted,"RGS5-203, RGS5-207, RGS5-210, RGS5-211, RGS5-212",
RGSL1,1,LINC00272,,premature tr. deleted,"RGSL1-216, RGSL1-218",
RHOA,1,RHOA-IT1,,keep as is,,
RHOA-IT1,1,RHOA,,keep as is,,
RHOF,1,LINC01089,,premature tr. deleted,"RHOF-205, RHOF-206, RHOF-207",
RIMBP2,1,AC063926.1,,keep as is,,
RIPPLY1,1,MORC4,,keep as is,,
RMDN2-AS1,1,CYP1B1,,premature tr. deleted,RMDN2-AS1-203,
RMI2,1,AC009121.4,,keep as is,,
RNASE11,1,RNASE12,,keep as is,,
RNASE12,1,RNASE11,,keep as is,,
RNASE13,1,NDRG2,,keep as is,,
RNASE4,1,ANG,,keep as is,,terminal exons are fine
RNASEH2A,1,THSD8,,keep as is,,
RNASEK,1,C17orf49,,keep as is,,
RNF111,1,AC025918.1,,keep as is,,
RNF125,1,AC009831.3,,keep as is,,
RNF133,1,CADPS2,,keep as is,,
RNF135,1,AC138207.4,,keep as is,,
RNF148,1,CADPS2,,keep as is,,
RNF213,1,AC124319.1,,keep as is,,
RNF215,1,AC004832.4,,keep as is,,
RNF216,1,RNF216-IT1,,keep as is,,
RNF216-IT1,1,RNF216,,keep as is,,
RNF43,1,SUPT4H1,,keep as is,,
RNFT2,1,AC083806.3,,keep as is,,
RNPC3,1,AMY2B,,keep as is,,
RORA,1,AC022898.2,,keep as is,,
RORC,1,LINGO4,,keep as is,,
RPA4,1,DIAPH2,,keep as is,,
RPAP3,1,AC004241.3,,keep as is,,
RPGRIP1L,1,AC007497.1,,keep as is,,
RPL22,1,AL031847.1,,keep as is,,
RPL27A,1,AC091053.1,,keep as is,,
RPL36,1,HSD11B1L,,premature tr. deleted,"RPL36-203, RPL36-205, RPL36-206",
RPP14,1,HTD2,,Delete,,Exons completely overlap with HTD2. Deleting and raneming the latter.
RPRM,1,AC012501.2,,keep as is,,
RPS10,1,RPS10-NUDT3,,keep as is,,
RPS6KA2-IT1,1,RPS6KA2,,keep as is,,
RPS9,1,AC245052.7,,keep as is,,
RPUSD4,1,AP001893.1,,keep as is,,
RREB1,1,AL355336.1,,keep as is,,
RRH,1,LRIT3,,keep as is,,
RRS1-AS1,1,AC009879.4,,keep as is,,
RSC1A1,1,DDI2,,Delete,,"Only one transcript, that overlaps with preceeding gene exon. Deleting and renaming the latter."
RSF1-IT1,1,RSF1,,keep as is,,
RSF1-IT2,1,RSF1,,keep as is,,
RSKR,1,AC005726.1,,keep as is,,
RSU1,1,AC073367.1,,keep as is,,
RTBDN,1,HOOK2,,keep as is,,
RTF2,1,FAM209A,,keep as is,,
RTL10,1,GNB1L,,keep as is,,
RTN4RL1,1,AC099684.3,,keep as is,,
RUNX1,1,AF015720.1,,keep as is,,
S100A3,1,S100A4,,keep as is,,
S100A4,1,S100A3,,keep as is,,
S1PR2,1,DNMT1,,keep as is,,single transcript
SAMD3,1,AL355581.1,,keep as is,,
SAMD5,1,AL033504.1,,readthrough tr. deleted,SAMD5-202,
SARM1,1,AC002094.4,,keep as is,,
SARNP,1,AC073487.1,,keep as is,,
SASH3,1,AL023653.1,,keep as is,,
SASS6,1,AC093019.2,,keep as is,,
SAV1,1,AL606834.1,,keep as is,,
SBK1,1,AC138904.3,,keep as is,,
SBSPON,1,AC100823.1,,keep as is,,
SCAF8,1,TIAM2,,keep as is,,
SCAI,1,GOLGA1,,keep as is,,
SCAMP4,1,ADAT3,,transcripts deleted,SCAMP4-212,
SCARNA9,1,CEP295,,keep as is,,
SCART1,1,CYP2E1,,keep as is,,
SCAT2,1,AC078778.1,,keep as is,,
SCGB2B2,1,AC020910.2,,keep as is,,
SCHIP1,1,IQCJ-SCHIP1,,keep as is,,
SCIN,1,AC011891.2,,keep as is,,
SCN2A,1,AC019197.1,,premature tr. deleted,SCN2A-218,
SCNM1,1,TNFAIP8L2,,premature tr. deleted,SCNM1-207,
SCO2,1,TYMP,,premature tr. deleted,"SCO2-203, SCO2-204, SCO2-205",
SCPEP1,1,AC004584.3,,keep as is,,
SCYGR3,1,C2orf83,,keep as is,,
SDAD1,1,NAAA,,keep as is,,
SDC4,1,AL021578.1,,keep as is,,
SDCBP2-AS1,1,AL136531.1,,keep as is,,
SEC14L1,1,SNHG20,,premature tr. deleted,"SEC14L1-201, SEC14L1-206, SEC14L1-219",
SEC14L2,1,AC004832.5,,keep as is,,
SEC14L5,1,NAGPA-AS1,,keep as is,,
SEC22A,1,PDIA5,,keep as is,,
SEC31A,1,THAP9-AS1,,premature tr. deleted,SEC31A-204,
SELE,1,AL021940.1,,premature tr. deleted,SELE-207,
SEMA5A,1,AC027335.1,,keep as is,,
SENP5,1,AC016949.1,,keep as is,,
SEPSECS-AS1,1,PI4K2B,,keep as is,,
SEPTIN10,1,AC011753.2,,keep as is,,
SEPTIN5,1,GP1BB,,readthrough tr. deleted,SEPTIN5-210,
SEPTIN9,1,AC111170.2,,keep as is,,
SEPTIN9-DT,1,AC068594.1,,keep as is,,
SERF2,1,HYPK,,readthrough tr. deleted,"SERF2-208, SERF2-213",special case - both premature and readthrough transcripts
SERPINA4,1,SERPINA5,,keep as is,,
SERPINA5,1,SERPINA4,,premature tr. deleted,"SERPINA5-203, SERPINA5-204",
SERPINB10,1,SERPINB2,,premature tr. deleted,"SERPINB10-202, SERPINB10-210",
SERPINB2,1,SERPINB10,,keep as is,,
SERPINB5,1,AC036176.3,,keep as is,,
SERPINB8,1,HMSD,,keep as is,,
SERPINI2,1,WDR49,,premature tr. deleted,SERPINI2-207,
SETD4,1,AP000688.1,,keep as is,,
SFRP1,1,AC104393.1,,keep as is,,
SFTA2,1,HCG21,,premature tr. deleted,SFTA2-203,
SFXN5,1,RAB11FIP5,,premature tr. deleted,SFXN5-217,
SGCZ,1,AC084838.1,,keep as is,,
SGO1-AS1,1,AC116096.1,,keep as is,,
SGSM3,1,ADSL,,keep as is,,
SH2D6,1,AC062037.3,,premature tr. deleted,"SH2D6-202, SH2D6-207",
SHANK2,1,AP001271.1,,keep as is,,
SHC1,1,PYGO2,,keep as is,,
SHC3,1,AL353150.1,,keep as is,,
SHISA6,1,AC005725.1,,keep as is,,
SHLD2,1,AL136982.3,,keep as is,,
SHLD3,1,TRAPPC13,,keep as is,,nested structure
SHPK,1,TRPV1,,keep as is,,
SIAH1,1,AC026470.3,,premature tr. deleted,SIAH1-207,
SIAH2-AS1,1,CLRN1-AS1,,keep as is,,
SIGLEC14,1,SIGLEC5,,keep as is,,
SIN3A,1,AC105137.2,,keep as is,,
SIN3B,1,AC008737.1,,keep as is,,
SINHCAF,1,AC024940.6,,keep as is,,
SIRPB2,1,NSFL1C,,keep as is,,
SIRT7,1,MAFG,,premature tr. deleted,SIRT7-210,
SKAP1,1,AC036222.2,,keep as is,,
SKOR1,1,AC009292.2,,keep as is,,
SLC12A1,1,CTXN2,,premature tr. deleted,"SLC12A1-206, SLC12A1-210, SLC12A1-211, SLC12A1-212, SLC12A1-213",special case
SLC12A4,1,LCAT,,keep as is,,
SLC13A4,1,FAM180A,,keep as is,,
SLC16A3,1,AC132872.3,,keep as is,,
SLC18A3,1,CHAT,,keep as is,,
SLC20A2,1,AC090739.1,,keep as is,,
SLC23A1,1,AC135457.1,,keep as is,,
SLC25A2,1,TAF7,,keep as is,,
SLC25A21,1,AL079304.1,,keep as is,,
SLC25A29,1,AL157871.6,,keep as is,,
SLC25A36,1,AC108727.1,,keep as is,,
SLC25A43,1,AC004000.1,,keep as is,,
SLC26A1,1,DGKQ,,keep as is,,
SLC26A7,1,LRRC69,,premature tr. deleted,"SLC26A7-206, SLC26A7-207, SLC26A7-208",
SLC27A3,1,INTS3,,premature tr. deleted,SLC27A3-201,
SLC27A6,1,AC008588.1,,keep as is,,
SLC30A8,1,AC027419.2,,keep as is,,
SLC35D2,1,AL160269.1,,keep as is,,
SLC35F3,1,AL122008.1,,keep as is,,
SLC35F6,1,CENPA,,keep as is,,
SLC38A1,1,AC025031.3,,keep as is,,
SLC39A8,1,AC098487.1,,premature tr. deleted,SLC39A8-204,
SLC45A4,1,AC011676.1,,keep as is,,
SLC48A1,1,AC004241.4,,keep as is,,
SLC5A3,1,MRPS6,,keep as is,,
SLC6A13,1,AC007406.2,,keep as is,,
SLC7A2,1,AP006248.4,,keep as is,,
SLC9A3,1,AC010442.1,,keep as is,,
SLC9A9,1,AC131210.1,,keep as is,,
SLC9B2,1,BDH2,,premature tr. deleted,SLC9B2-208,
SLFN12L,1,AC015911.3,,keep as is,,
SLIRP,1,C14orf178,,readthrough tr. deleted,"SLIRP-205, SLIRP-206, SLIRP-210",
SLIT2,1,SLIT2-IT1,,keep as is,,
SLIT2-IT1,1,SLIT2,,keep as is,,
SMAD6,1,AC013564.1,,keep as is,,
SMAD9,1,SMAD9-IT1,,keep as is,,
SMAD9-IT1,1,SMAD9,,keep as is,,
SMARCC1,1,AC112512.1,,keep as is,,
SMARCC2,1,AC073896.4,,keep as is,,
SMC5,1,AL162390.1,,keep as is,,
SMG6,1,AC090617.1,,keep as is,,
SMIM11A,1,AP000322.2,,keep as is,,
SMIM12,1,AL121988.1,,keep as is,,
SMIM2-AS1,1,AL589745.2,,keep as is,,
SMIM39,1,ARHGEF4,,keep as is,,
SMIM8,1,C6orf163,,keep as is,,
SMTN,1,AC005005.4,,premature tr. deleted,"SMTN-206, SMTN-209",
SMYD3,1,SMYD3-IT1,,keep as is,,
SMYD3-IT1,1,SMYD3,,keep as is,,
SNAP25-AS1,1,AL023913.1,,keep as is,,
SNAPC5,1,AC116913.1,,keep as is,,
SND1,1,SND1-IT1,,transcripts deleted,SND1-205,
SND1-IT1,1,SND1,,keep as is,,single transcript
SNHG20,1,SEC14L1,,keep as is,,
SNHG3,1,RCC1,,keep as is,,
SNHG4,1,MATR3,,keep as is,,messy
SNORC,1,GIGYF2,,premature tr. deleted,SNORC-204,
SNPH,1,RAD21L1,,keep as is,,
SNRNP200,1,AC021188.1,,keep as is,,
SNRNP27,1,MXD1,,keep as is,,
SNRPD3,1,GGT1,,keep as is,,
SNTG1,1,AC090539.1,,keep as is,,
SNURF,1,SNRPN,,Delete,,"Exons perfectly overlapping with SNRPN. Deleting, and renaming the latter gene."
SNX2,1,AC008669.1,,keep as is,,
SNX5,1,OVOL2,,keep as is,,
SOCS5,1,LINC01118,,keep as is,,
SORBS3,1,AC037459.4,,keep as is,,
SOS1,1,SOS1-IT1,,keep as is,,
SOS1-IT1,1,SOS1,,keep as is,,
SOX1,1,SOX1-OT,,keep as is,,
SOX11,1,AC010729.2,,keep as is,,
SOX2,1,SOX2-OT,,keep as is,,
SOX2-OT,1,SOX2,,keep as is,,
SP2-AS1,1,AC018521.6,,keep as is,,
SPAG5,1,AC005726.1,,keep as is,,
SPAG5-AS1,1,AC005726.5,,keep as is,,
SPAG6,1,AL513128.1,,keep as is,,
SPANXA2,1,SPANXA2-OT1,,keep as is,,
SPATA13,1,AL445985.1,,keep as is,,
SPATA20,1,EPN3,,premature tr. deleted,SPATA20-208,
SPATA22,1,TRPV3,,premature tr. deleted,"SPATA22-204, SPATA22-205",
SPDYA,1,PPP1CB,,premature tr. deleted,SPDYA-205,
SPECC1,1,AC004702.1,,keep as is,,
SPESP1,1,NOX5,,keep as is,,
SPHAR,1,RAB4A,,Delete,,Completely overlaps with final exon of antoher gene. Nomenclature for this gene's name is also weirdly volatile.
SPIDR,1,AC024451.4,,keep as is,,
SPIN4,1,LINC01278,,keep as is,,
SPN,1,QPRT,,keep as is,,
SPOPL,1,AC092620.1,,keep as is,,
SPRED2,1,AC012370.1,,keep as is,,
SPSB3,1,IGFALS,,premature tr. deleted,SPSB3-212,
SPTAN1,1,AL356481.2,,keep as is,,
SPTSSA,1,EGLN3,,keep as is,,
SRCAP,1,TMEM265,,keep as is,,
SRGAP1,1,AC079866.2,,keep as is,,
SRPK3,1,PLXNB3,,premature tr. deleted,SRPK3-208,
SRPRB,1,TF,,keep as is,,no good transcript to remove
SRRM5,1,ZNF576,,premature tr. deleted,SRRM5-202,
SSH1,1,AC087893.2,,keep as is,,
SSH2,1,AC104564.5,,keep as is,,
SSR1,1,CAGE1,,premature tr. deleted,SSR1-209,
SSTR4,1,AL049651.2,,keep as is,,
SSU72P8,1,AC006148.1,,keep as is,,
ST6GAL2,1,ST6GAL2-IT1,,keep as is,,
ST6GAL2-IT1,1,ST6GAL2,,keep as is,,
ST6GALNAC2,1,AC015802.6,,keep as is,,
ST7,1,ST7-OT4,,keep as is,,
ST7-AS2,1,AC002542.6,,keep as is,,
ST7-OT4,1,ST7,,premature tr. deleted,ST7-OT4-205,
STAG3,1,PVRIG,,readthrough tr. deleted,STAG3-209,
STAMBPL1,1,ACTA2-AS1,,keep as is,,
STARD13-IT1,1,STARD13,,keep as is,,
STARD3,1,TCAP,,keep as is,,
STARD5,1,AC103858.1,,keep as is,,
STEAP1B,1,AC073072.1,,keep as is,,
STEAP2-AS1,1,AC004969.1,,keep as is,,
STH,1,MAPT,,keep as is,,
STIM1,1,AC090587.2,,keep as is,,
STK19,1,C4A,,readthrough tr. deleted,STK19-217,
STN1,1,AL133355.1,,keep as is,,
STON1,1,STON1-GTF2A1L,,keep as is,,
STOX2,1,AC074194.1,,keep as is,,
STPG2,1,AC034154.1,,keep as is,,
STRADA,1,LIMD2,,keep as is,,
STRBP,1,MIR600HG,,readthrough tr. deleted,"STRBP-205, STRBP-206, STRBP-210","Refseq doesn't agree, but reveals both genes."
STRIP1,1,AL160006.1,,keep as is,,
STX17-AS1,1,AL359710.1,,readthrough tr. deleted,STX17-AS1-202,
STX18,1,STX18-IT1,,keep as is,,
STX18-IT1,1,STX18,,keep as is,,
STX2,1,AC073912.2,,keep as is,,
STX5,1,AP001160.4,,keep as is,,
STX6,1,AL162431.1,,keep as is,,
STX8,1,AC087501.4,,keep as is,,
STXBP5-AS1,1,AL138916.2,,keep as is,,
SUGCT,1,AC005160.1,,keep as is,,
SUMF1,1,AC023483.1,,keep as is,,
SUMO2,1,JPT1,,keep as is,,
SUMO4,1,TAB2,,keep as is,,
SUN1,1,GET4,,readthrough tr. deleted,SUN1-222,
SUPT4H1,1,RNF43,,premature tr. deleted,SUPT4H1-204,
SUSD6,1,AL133445.2,,keep as is,,
SYCE1L,1,MON1B,,keep as is,,Only small exonic overlap
SYNJ2,1,SYNJ2-IT1,,keep as is,,
SYNJ2BP,1,COX16,,keep as is,,
SYNJ2-IT1,1,SYNJ2,,keep as is,,
SYT7,1,AP003559.1,,keep as is,,
SYVN1,1,FAU,,readthrough tr. deleted,SYVN1-212,
SZT2,1,HYI-AS1,,keep as is,,
TAC3,1,MYO1A,,premature tr. deleted,TAC3-205,
TACC1,1,AC067817.1,,keep as is,,
TACC3,1,AC016773.1,,premature tr. deleted,TACC3-203,
TAF10,1,AC091564.3,,keep as is,,
TAF4B,1,AC121320.1,,keep as is,,
TAF6,1,AC073842.2,,keep as is,,
TAF7,1,SLC25A2,,keep as is,,
TAF9,1,AK6,,keep as is,,
TAFA1,1,AC104167.1,,keep as is,,
TAFA2,1,AC078789.1,,keep as is,,
TANGO6,1,AC009137.2,,keep as is,,
TAOK1,1,AC068025.2,,keep as is,,
TAPBPL,1,CD27,,premature tr. deleted,TAPBPL-202,
TAS2R10,1,PRH1,,keep as is,,
TAS2R13,1,PRH1,,keep as is,,
TAS2R3,1,SSBP1,,keep as is,,
TAS2R4,1,SSBP1,,keep as is,,
TAS2R41,1,EPHA1-AS1,,keep as is,,
TAS2R60,1,EPHA1-AS1,,keep as is,,
TBC1D1,1,PTTG2,,keep as is,,
TBC1D12,1,HELLS,,keep as is,,
TBC1D14,1,AC097382.1,,keep as is,,
TBC1D16,1,AC116025.2,,keep as is,,
TBC1D24,1,AC106820.4,,keep as is,,
TBC1D4,1,AL139230.1,,keep as is,,
TBC1D9B,1,MRNIP,,keep as is,,
TBCCD1,1,CRYGS,,keep as is,,
TBCD,1,AC087222.1,,keep as is,,
TBCE,1,,,keep as is,,Alternate entry fixed by removing offending transcripts
TBL1Y,1,AC011297.1,,keep as is,,
TBX2-AS1,1,AC005746.2,,keep as is,,
TC2N,1,CATSPERB,,keep as is,,
TCAP,1,STARD3,,keep as is,,Not sure why it got classified
TCEA2,1,AL355803.1,,keep as is,,
TCEAL1,1,TCEAL3,,keep as is,,only one transcript
TCEAL3,1,TCEAL1,,readthrough tr. deleted,TCEAL3-204,
TCF25,1,MC1R,,readthrough tr. deleted,TCF25-226,
TCF7L1,1,TCF7L1-IT1,,keep as is,,
TCF7L1-IT1,1,TCF7L1,,keep as is,,
TCHP,1,AC084876.1,,keep as is,,
TCIRG1,1,AP002807.1,,keep as is,,
TCP11L1,1,LINC00294,,keep as is,,
TEAD1,1,AC013549.4,,keep as is,,
TENM2,1,AC008708.1,,keep as is,,
TENM3,1,AC108142.1,,keep as is,,
TEX14,1,AC011195.2,,keep as is,,
TEX22,1,MTA1,,readthrough tr. deleted,TEX22-202,
TEX264,1,RAD54L2,,premature tr. deleted,TEX264-206,
TEX35,1,C1orf220,,readthrough tr. deleted,TEX35-206,
TEX54,1,WDR74,,keep as is,,only one transcript
TEX9,1,AC068726.1,,keep as is,,
TF,1,SRPRB,,keep as is,,
TFB1M,1,AL596202.1,,keep as is,,
TG,1,AF305872.2,,keep as is,,
TGFA,1,TGFA-IT1,,keep as is,,
TGFA-IT1,1,TGFA,,keep as is,,
TGFB1,1,AC011462.5,,keep as is,,
TGFB2,1,TGFB2-OT1,,keep as is,,
TGFB2-OT1,1,TGFB2,,Delete,,overlaps with protein coding gene's exon
TGFB3-AS1,1,IFT43,,keep as is,,
TGM4,1,AC098649.1,,keep as is,,
THAP5,1,PNPLA8,,keep as is,,
THAP7-AS1,1,P2RX6,,keep as is,,
THAP9-AS1,1,SEC31A,,keep as is,,
THBS1,1,AC037198.1,,keep as is,,
THOC3,1,AC138965.2,,keep as is,,
THRB,1,THRB-IT1,,keep as is,,
THRB-IT1,1,THRB,,keep as is,,
THSD1,1,VPS36,,premature tr. deleted,THSD1-203,
THSD4,1,AC064799.2,,keep as is,,
THSD8,1,RNASEH2A,,readthrough tr. deleted,"THSD8-201, THSD8-203",
THTPA,1,ZFHX2-AS1,,keep as is,,
TIA1,1,C2orf42,,keep as is,,
TIAF1,1,MYO18A,,Delete,,Coding exon completely overlaps with MYO18A. Deleting and renaming the overlapping gene.
TIAM2,1,SCAF8,,premature tr. deleted,"TIAM2-206, TIAM2-207, TIAM2-212",
TICRR,1,AC013391.2,,keep as is,,
TIFAB,1,DCANP1,,RENAME,,"Rename ""TIFAB-DCANP1"""
TIMM23B,1,TIMM23B-AGAP6,,keep as is,,
TIMP2,1,CEP295NL,,premature tr. deleted,"TIMP2-201, TIMP2-202",
TINAGL1,1,LINC01226,,keep as is,,
TJP1,1,AC022613.3,,keep as is,,
TLCD4,1,AC092802.3,,keep as is,,
TLK2,1,AC008026.3,,keep as is,,
TLR1,1,TLR6,,premature tr. deleted,TLR1-205,
TLR6,1,TLR1,,keep as is,,
TM7SF2,1,VPS51,,keep as is,,Almost no overlap
TM9SF2,1,AL139035.1,,keep as is,,
TM9SF4,1,AL049539.1,,keep as is,,
TMC6,1,TNRC6C-AS1,,keep as is,,
TMCC1,1,AC083799.1,,keep as is,,
TMEM132C,1,AC023595.1,,keep as is,,
TMEM144,1,FAM198B-AS1,,premature tr. deleted,"TMEM144-206, TMEM144-207, TMEM144-210",
TMEM170A,1,AC009163.4,,keep as is,,
TMEM178A,1,MAP4K3-DT,,premature tr. deleted,TMEM178A-203,
TMEM179,1,BX927359.1,,keep as is,,
TMEM182,1,AC108051.1,,keep as is,,
TMEM202-AS1,1,AC079322.1,,keep as is,,
TMEM203,1,TPRN,,keep as is,,
TMEM205,1,RAB3D,,keep as is,,
TMEM212,1,TMEM212-IT1,,keep as is,,
TMEM212-IT1,1,TMEM212,,keep as is,,
TMEM217,1,AL353579.1,,keep as is,,
TMEM220-AS1,1,AC015908.4,,keep as is,,
TMEM223,1,AP001160.3,,keep as is,,
TMEM241,1,AC011731.1,,keep as is,,
TMEM25,1,TTC36,,premature tr. deleted,"TMEM25-204, TMEM25-205, TMEM25-206",
TMEM255B,1,GAS6-AS1,,keep as is,,
TMEM260,1,AL355103.1,,keep as is,,
TMEM265,1,SRCAP,,keep as is,,single transcript
TMEM42,1,KIF15,,keep as is,,
TMEM62,1,CCNDBP1,,keep as is,,
TMEM63A,1,AL591895.1,,keep as is,,
TMEM80,1,EPS8L2,,keep as is,,
TMEM8A,1,MRPL28,,keep as is,,renamed
TMEM91,1,AC011462.4,,keep as is,,
TMIGD3,1,ADORA3,,premature tr. deleted,TMIGD3-201,
TMLHE-AS1,1,BX571846.1,,keep as is,,
TMOD2,1,AC026770.1,,keep as is,,
TMOD3,1,AC090971.5,,keep as is,,
TMOD4,1,VPS72,,premature tr. deleted,TMOD4-206,
TMPPE,1,GLB1,,keep as is,,nested gene
TMPRSS15,1,AL109763.1,,keep as is,,
TNFAIP8L2,1,SCNM1,,keep as is,,
TNFAIP8L3,1,AC073964.1,,keep as is,,
TNFRSF25,1,PLEKHG5,,keep as is,,
TNFSF13B,1,AL157762.1,,keep as is,,
TNNI3K,1,AC105271.1,,keep as is,,
TNR,1,TNR-IT1,,keep as is,,
TNRC6C-AS1,1,TMC6,,keep as is,,
TNR-IT1,1,TNR,,premature tr. deleted,TNRC6C-AS1-201,
TNXB,1,ATF6B,,premature tr. deleted,TNXB-202,
TOMM20L,1,AL139021.1,,keep as is,,
TOX,1,AC105150.1,,keep as is,,
TP53RK,1,SLC13A3,,keep as is,,
TPCN1,1,AC089999.2,,keep as is,,
TPCN2,1,AP003071.1,,keep as is,,
TPH2,1,TRHDE,,keep as is,,
TPRA1,1,AC084035.1,,keep as is,,
TPRN,1,TMEM203,,premature tr. deleted,TPRN-204,
